0.40234375,0.525
0.403125,0.50234375
0.59296875,0.54921875
0.42265625,0.425
0.315625,0.63828125
0.5359375,0.525
0.42265625,0.64375
0.553125,0.47890625
0.49375,0.65390625
0.48984375,0.47109375
0.52890625,0.68125
0.50625,0.5015625
0.53125,0.62890625
0.59765625,0.5109375
0.50625,0.50390625
0.47734375,0.48203125
0.45390625,0.51875
0.446875,0.5046875
0.4875,0.509375
0.5671875,0.4578125
0.52109375,0.390625
0.52890625,0.50546875
0.50234375,0.5375
0.51875,0.51484375
0.50390625,0.49609375
0.4984375,0.52578125
0.5,0.51953125
0.515625,0.5140625
0.5046875,0.52890625
0.50234375,0.52578125
0.56171875,0.50859375
0.65234375,0.45703125
0.5,0.6296875
0.5046875,0.4921875
0.51875,0.478125
0.49765625,0.5109375
0.59296875,0.51796875
0.4296875,0.5765625
0.48125,0.38828125
0.50546875,0.41796875
0.47109375,0.3515625
0.50625,0.50703125
0.4859375,0.4890625
0.41796875,0.49296875
0.48125,0.503125
0.5,0.5
0.70703125,0.50859375
0.52890625,0.503125
0.52578125,0.509375
0.50546875,0.51484375
0.48125,0.51875
0.40234375,0.4828125
0.503125,0.51171875
0.5015625,0.53125
0.49609375,0.5140625
0.571875,0.50234375
0.49765625,0.51328125
0.4953125,0.49765625
0.496875,0.503125
0.5,0.509375
0.47265625,0.37578125
0.5015625,0.48671875
0.52890625,0.51171875
0.496875,0.5203125
0.553125,0.49296875
0.521875,0.5578125
0.48828125,0.48984375
0.70703125,0.49296875
0.43984375,0.53828125
0.50234375,0.55703125
0.5328125,0.50703125
0.49375,0.5359375
0.50234375,0.51796875
0.51484375,0.49296875
0.496875,0.50859375
0.65234375,0.4984375
0.48828125,0.515625
0.49453125,0.48359375
0.49375,0.49609375
0.50234375,0.5015625
0.4578125,0.5
0.50625,0.515625
0.4703125,0.5328125
0.49921875,0.3828125
0.54140625,0.47265625
0.48125,0.50703125
0.50625,0.36640625
0.59375,0.4484375
0.46640625,0.484375
0.4875,0.5203125
0.50078125,0.528125
0.52578125,0.5359375
0.4390625,0.571875
0.53125,0.659375
0.52578125,0.7296875
0.4546875,0.515625
0.41640625,0.52109375
0.65625,0.51171875
0.4859375,0.5234375
0.46875,0.5359375
0.60390625,0.53828125
0.43828125,0.47578125
0.52734375,0.346875
0.50625,0.653125
0.4796875,0.5515625
0.60078125,0.55703125
0.4953125,0.55703125
0.5015625,0.49375
0.503125,0.53984375
0.49296875,0.6484375
